Feature.ID,Taxon,Confidence,Kingdom,Phylum,Class,Order,Family,Genus,Species,otu_occ,otu_rel,fill
FM873225.1.1443,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidiphilium,0.863961991594468,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidiphilium,NA,0.0227272727272727,1.25581985145741e-05,Rare
FM873468.1.1497,Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Eremococcus; uncultured_bacterium,0.989303513040493,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Eremococcus, uncultured_bacterium,0.0113636363636364,9.40639302582775e-06,Rare
FM874004.1.1481,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus,0.999999932611086,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus,NA,0.0227272727272727,6.15007248296708e-05,Rare
FM874383.1.1445,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae,0.999559007851858,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,NA,NA,0.0454545454545455,0.000148397578784098,Rare
FM874392.1.1503,Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Facklamia; Facklamia_hominis,0.874119506637066,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Facklamia, Facklamia_hominis,0.0568181818181818,0.000197056554698513,Rare
FMJA01000006.260934.262419,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,0.995514373805311,Bacteria, Fusobacteriota, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium,NA,0.0340909090909091,0.000231001848518462,Rare
FN421749.1.1369,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.999968392056111,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0227272727272727,0.000134149603834133,Rare
FN421757.1.1382,Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; uncultured_bacterium,0.715197877831837,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Spirosoma, uncultured_bacterium,0.0227272727272727,0.000113689501353036,Rare
FN421814.1.1366,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.911130626402523,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0340909090909091,5.43557175378794e-05,Rare
FN824831.1.1299,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae,0.998091350653209,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae,NA,NA,0.0340909090909091,0.000208247478495547,Rare
FNSD01000001.2831055.2832560,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Terriglobus,0.987896875297409,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Terriglobus,NA,0.0227272727272727,7.1540177233975e-05,Rare
FPLS01004034.10.1473,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; uncultured,0.91336298368492,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured,NA,0.0795454545454545,0.000464356200550523,Rare
FPLS01012024.1.1259,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.898852628934967,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0340909090909091,0.00049589014095934,Rare
FPLS01027341.17.1497,Bacteria; WPS-2; WPS-2; WPS-2; WPS-2; WPS-2; uncultured_bacterium,0.890580557057024,Bacteria, WPS-2, WPS-2, WPS-2, WPS-2, WPS-2, uncultured_bacterium,0.0227272727272727,1.90711455671102e-05,Rare
FPLS01052044.12.1513,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter,0.999244398835096,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter,NA,0.0227272727272727,4.62549866944519e-05,Rare
FPLS01054129.36.1499,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella,0.974237250441811,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,NA,0.0340909090909091,0.00036397388642803,Rare
FQ658706.2.1303,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter,0.810753451066754,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter,NA,0.0227272727272727,5.89901508732948e-05,Rare
FQ659602.2.1312,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae,0.999991824001352,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,NA,NA,0.0340909090909091,0.000175578946093094,Rare
FR682689.1.1485,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Patulibacter; Patulibacter_minatonensis,0.82926774647599,Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Patulibacter, Patulibacter_minatonensis,0.0340909090909091,6.88053454646484e-05,Rare
FR716684.1.1401,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella,0.987013213511449,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,NA,0.0227272727272727,0.000154574201887596,Rare
FR720647.1.1447,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,0.963886225333796,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,NA,0.0227272727272727,7.62122160034071e-05,Rare
FR733885.1.1353,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; Methylobacterium_cerastii,0.72092100953921,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylobacterium-Methylorubrum, Methylobacterium_cerastii,0.0227272727272727,0.000125532099071539,Rare
FR749818.1.1462,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella,0.976497858798145,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,NA,0.0227272727272727,4.15541502941273e-05,Rare
FR774600.1.1369,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; [Agitococcus]_lubricus_group,0.977439031155228,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, [Agitococcus]_lubricus_group,NA,0.0227272727272727,3.09695271063229e-05,Rare
FR847847.1.1348,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum,0.910560123453788,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylobacterium-Methylorubrum,NA,0.0454545454545455,0.00016583178366236,Rare
FR874230.1.1325,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylorosula,0.946746847775985,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylorosula,NA,0.0795454545454545,0.000244487978605831,Rare
GFIM01005958.9.1236,Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium,0.999887825108876,Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Cutibacterium,NA,0.159090909090909,0.00198502363214458,Rare
GQ001605.1.1352,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter,0.998536126380483,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter,NA,0.0227272727272727,0.000232141780199067,Rare
GQ003913.1.1349,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Peptoniphilus; Peptoniphilus_lacrimalis,0.819253372278863,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Peptoniphilus, Peptoniphilus_lacrimalis,0.0227272727272727,6.39528568953757e-05,Rare
GQ006259.1.1327,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Peptoniphilus,0.999986442910525,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Peptoniphilus,NA,0.0340909090909091,0.000657022751666134,Rare
GQ006474.1.1336,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium,0.980208246248484,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium,NA,0.0795454545454545,0.000213405682067696,Rare
GQ006526.1.1346,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus,0.999999944501133,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus,NA,0.0454545454545455,9.65236421089556e-05,Rare
GQ006553.1.1331,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus,0.999999914046973,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus,NA,0.0227272727272727,0.000140162178275862,Rare
GQ008884.1.1351,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Moraxella; Moraxella_atlantae,0.98549474195182,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella, Moraxella_atlantae,0.0340909090909091,7.77131030164673e-05,Rare
GQ009821.1.1349,Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Actinomycetospora,0.880452320538785,Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinomycetospora,NA,0.0227272727272727,0.000153935057078794,Rare
GQ014254.1.1331,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus; Anaerococcus_vaginalis,0.720877265899292,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus, Anaerococcus_vaginalis,0.0227272727272727,0.000495783344256923,Rare
GQ014605.1.1316,Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Dialister,0.999191426949172,Bacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Veillonellaceae, Dialister,NA,0.0227272727272727,0.000120688733177791,Rare
GQ014615.1.1346,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Peptoniphilus,0.951989344985271,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Peptoniphilus,NA,0.0227272727272727,5.12450370556565e-05,Rare
GQ014659.1.1348,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Murdochiella; Murdochiella_asaccharolytica,0.982321460491113,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Murdochiella, Murdochiella_asaccharolytica,0.0227272727272727,4.87729785030427e-05,Rare
GQ025225.1.1346,Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium,0.999867800020406,Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Cutibacterium,NA,0.181818181818182,0.00194669238529122,Rare
GQ033816.1.1340,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Lawsonella,0.81538985545711,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Lawsonella,NA,0.193181818181818,0.000877792993429302,Rare
GQ035558.1.1350,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus,0.999999619653889,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus,NA,0.0227272727272727,7.05011608711036e-05,Rare
GQ038569.1.1298,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium,0.998825459743167,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium,NA,0.147727272727273,0.00170865280680189,Rare
GQ041275.1.1338,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium,0.976972484781996,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium,NA,0.136363636363636,0.00178921210749881,Rare
GQ044514.1.1347,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium,0.929765743147658,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium,NA,0.159090909090909,0.00222724874547171,Core
GQ059294.1.1310,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.716703837200786,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0227272727272727,0.000157554525861907,Rare
GQ085072.1.1341,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium,0.999901252754573,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium,NA,0.0340909090909091,0.000905749898526297,Rare
GQ085228.1.1339,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium,0.948449373525951,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium,NA,0.0227272727272727,0.000234045014745428,Rare
GQ088991.1.1358,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,0.998621645273696,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter,NA,0.0227272727272727,1.17929584406102e-05,Rare
GQ094283.1.1347,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus,0.999999915918276,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus,NA,0.0340909090909091,0.000193241112399078,Rare
GQ097820.1.1308,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; uncultured_Alphaproteobacteria,0.737710303096613,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_Alphaproteobacteria,0.0681818181818182,0.00035633855505126,Rare
GQ113171.1.1349,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus,0.999999830849977,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus,NA,0.0227272727272727,0.000107483878528752,Rare
GQ157794.1.1428,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas,0.997594251287924,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas,NA,0.0681818181818182,0.00244220852654604,Rare
GQ267972.1.1461,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,0.999829709253117,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA,0.193181818181818,0.0393504370368563,Rare
GQ348649.1.1360,Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Frankiaceae; Jatrophihabitans,0.993158618524737,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Frankiaceae, Jatrophihabitans,NA,0.0227272727272727,0.000201385728437599,Rare
GQ358840.1.1493,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales,0.907527538515212,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales,NA,NA,NA,0.0568181818181818,0.00635336687696277,Rare
GQ379617.1.1220,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae,0.71905304699848,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae,NA,NA,0.0454545454545455,0.000833369281348994,Rare
GQ388898.1.1466,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.733474598916507,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0454545454545455,0.000194220100251162,Rare
GQ389787.1.1471,Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus,0.995627948455593,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Staphylococcus,NA,0.215909090909091,0.00450303050452466,Rare
GQ448318.1.1256,Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Veillonella,0.999655041910487,Bacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Veillonellaceae, Veillonella,NA,0.0340909090909091,0.000528214559220041,Rare
GQ850582.1.1448,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.945668644078562,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0340909090909091,7.36303951127268e-05,Rare
GQ901866.1.1257,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,0.999524375032017,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter,NA,0.0340909090909091,2.56676339453826e-05,Rare
GQ927310.1.1446,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae,0.999948245802752,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae,NA,NA,0.0454545454545455,0.000582146640395668,Rare
GQ984339.1.1269,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter,0.999419573552143,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter,NA,0.0113636363636364,1.06389548705914e-05,Rare
GU118241.1.1406,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; uncultured,0.881766844173244,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured,NA,0.340909090909091,0.0342078365875868,Core
GU227198.1.1891,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; uncultured_bacterium,0.763983395267186,Bacteria, Fusobacteriota, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Leptotrichia, uncultured_bacterium,0.0227272727272727,0.000189602452077929,Rare
GU247457.1.1249,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,0.99798026407501,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter,NA,0.0568181818181818,0.000155274433510028,Rare
GU293217.1.1487,Bacteria; Firmicutes; Bacilli; Entomoplasmatales; Spiroplasmataceae; Spiroplasma,0.999999821774398,Bacteria, Firmicutes, Bacilli, Entomoplasmatales, Spiroplasmataceae, Spiroplasma,NA,0.0227272727272727,3.12242696551274e-05,Rare
GU374018.1.1361,Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella,0.700112541753274,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Granulicatella,NA,0.0454545454545455,5.14627115963823e-05,Rare
GU432146.1.1216,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,0.998014019553651,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,NA,0.0909090909090909,0.00066946017388619,Rare
GU731346.1.1349,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella,0.912421767544106,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,NA,0.0227272727272727,0.000117209179804271,Rare
HAAC01027432.1.1206,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Enhydrobacter,0.920153267382866,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Enhydrobacter,NA,0.102272727272727,0.00289247529453063,Rare
HE582888.1.1283,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Rhodocyclaceae; Azospira,0.981785747727459,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae, Azospira,NA,0.0568181818181818,0.000867878665101547,Rare
HE602890.1.1401,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,0.997407195032524,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA,0.181818181818182,0.0034129622716881,Rare
HE652090.1.1459,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,0.995042440222884,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA,0.0568181818181818,0.000177152207104967,Rare
HE795127.1.1443,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Patulibacter,0.999983551312543,Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Patulibacter,NA,0.0568181818181818,0.000217250309782495,Rare
HF677134.1.1260,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; TRA3-20; TRA3-20,0.953449794043344,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20,NA,0.0227272727272727,0.00344483017043665,Rare
HF677560.1.1320,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella,0.944690678957294,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,NA,0.0340909090909091,0.000130779287213723,Rare
HG529099.1.1221,Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; Chthonomonadaceae; Chthonomonas; uncultured_bacterium,0.996239574906201,Bacteria, Armatimonadota, Chthonomonadetes, Chthonomonadales, Chthonomonadaceae, Chthonomonas, uncultured_bacterium,0.0340909090909091,0.000102156503650225,Rare
HG800046.1.1425,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Dermacoccaceae,0.929487692678698,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Dermacoccaceae,NA,NA,0.0227272727272727,0.000126084220907295,Rare
HG800468.1.1200,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,0.999979554079991,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,NA,0.102272727272727,0.000592798148648837,Rare
HM057840.1.1320,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae,0.99224007645813,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae,NA,NA,0.0568181818181818,0.000284521552824753,Rare
HM062207.1.1317,Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus_Solibacter,0.907714048357081,Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter,NA,0.0227272727272727,1.89883989535142e-05,Rare
HM069224.1.1426,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,0.83306993415136,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA,0.0340909090909091,3.75742807166972e-05,Rare
HM111817.1.1319,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12,0.979405696191864,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12,NA,0.318181818181818,0.00608736554397754,Core
HM186527.1.1371,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia-Shigella,0.909539913419763,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia-Shigella,NA,0.0340909090909091,0.00286563366657518,Rare
HM240873.1.1306,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.76275633204775,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0340909090909091,0.00026311806412877,Rare
HM240983.1.1303,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum,0.971001814848407,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylobacterium-Methylorubrum,NA,0.0568181818181818,0.000192091906490458,Rare
HM248734.1.1345,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae,0.997087580075015,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae,NA,NA,0.0227272727272727,3.59529239654342e-05,Rare
HM252077.1.1349,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; W5053; rumen_bacterium,0.813822936411887,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, W5053, rumen_bacterium,0.0227272727272727,4.12043653958742e-05,Rare
HM256610.1.1349,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Helcococcus,0.999872615915246,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Helcococcus,NA,0.0340909090909091,0.000212648375086232,Rare
HM257747.1.1303,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae,0.99996661979736,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae,NA,NA,0.0227272727272727,4.86191961536082e-06,Rare
